"","sim_type","mean_comm","case","day"
"658","Lockdown-No Surge",49.6,10,47
"659","Lockdown-Travel Surge2",50.88,10,47
"660","Lockdown-Travel Surge3",51.16,10,47
"661","Control",79.42,10,48
"662","Lockdown-No Surge",51.24,10,48
"663","Lockdown-Travel Surge2",52.82,10,48
"664","Lockdown-Travel Surge3",52.6,10,48
"665","Control",81.08,10,49
"666","Lockdown-No Surge",53.1,10,49
"667","Lockdown-Travel Surge2",54.46,10,49
"668","Lockdown-Travel Surge3",54.4,10,49
"669","Control",82.98,10,50
"670","Lockdown-No Surge",55.14,10,50
"671","Lockdown-Travel Surge2",56.2,10,50
"672","Lockdown-Travel Surge3",56.26,10,50
"673","Control",84.34,10,51
"674","Lockdown-No Surge",56.86,10,51
"675","Lockdown-Travel Surge2",57.94,10,51
"676","Lockdown-Travel Surge3",58.34,10,51
"677","Control",85.86,10,52
"678","Lockdown-No Surge",58.16,10,52
"679","Lockdown-Travel Surge2",59.74,10,52
"680","Lockdown-Travel Surge3",59.98,10,52
"681","Control",87.22,10,53
"682","Lockdown-No Surge",59.94,10,53
"683","Lockdown-Travel Surge2",61.4,10,53
"684","Lockdown-Travel Surge3",61.5,10,53
"685","Control",88.64,10,54
"686","Lockdown-No Surge",61.76,10,54
"687","Lockdown-Travel Surge2",63.16,10,54
"688","Lockdown-Travel Surge3",63.18,10,54
"689","Control",90,10,55
"690","Lockdown-No Surge",63.24,10,55
"691","Lockdown-Travel Surge2",64.7,10,55
"692","Lockdown-Travel Surge3",64.74,10,55
"693","Control",91.06,10,56
"694","Lockdown-No Surge",64.76,10,56
"695","Lockdown-Travel Surge2",66.32,10,56
"696","Lockdown-Travel Surge3",66.84,10,56
"697","Control",92.18,10,57
"698","Lockdown-No Surge",66.26,10,57
"699","Lockdown-Travel Surge2",67.82,10,57
"700","Lockdown-Travel Surge3",68.46,10,57
"701","Control",93.2,10,58
"702","Lockdown-No Surge",67.8,10,58
"703","Lockdown-Travel Surge2",69.48,10,58
"704","Lockdown-Travel Surge3",70.02,10,58
"705","Control",94.18,10,59
"706","Lockdown-No Surge",69.5,10,59
"707","Lockdown-Travel Surge2",71.06,10,59
"708","Lockdown-Travel Surge3",71.62,10,59
"709","Control",95.1,10,60
"710","Lockdown-No Surge",71.06,10,60
"711","Lockdown-Travel Surge2",72.5,10,60
"712","Lockdown-Travel Surge3",73.02,10,60
"713","Control",1,25,5
"714","Lockdown-No Surge",1,25,5
"715","Lockdown-Travel Surge2",1,25,5
"716","Lockdown-Travel Surge3",1,25,5
"717","Control",1,25,6
"718","Lockdown-No Surge",1,25,6
"719","Lockdown-Travel Surge2",1,25,6
"720","Lockdown-Travel Surge3",1,25,6
"721","Control",1,25,7
"722","Lockdown-No Surge",1,25,7
"723","Lockdown-Travel Surge2",1,25,7
"724","Lockdown-Travel Surge3",1,25,7
"725","Control",1,25,8
"726","Lockdown-No Surge",1,25,8
"727","Lockdown-Travel Surge2",1,25,8
"728","Lockdown-Travel Surge3",1,25,8
"729","Control",1,25,9
"730","Lockdown-No Surge",1,25,9
"731","Lockdown-Travel Surge2",1,25,9
"732","Lockdown-Travel Surge3",1,25,9
"733","Control",1,25,10
"734","Lockdown-No Surge",1,25,10
"735","Lockdown-Travel Surge2",1,25,10
"736","Lockdown-Travel Surge3",1,25,10
"737","Control",1,25,11
"738","Lockdown-No Surge",1,25,11
"739","Lockdown-Travel Surge2",1,25,11
"740","Lockdown-Travel Surge3",1,25,11
"741","Control",1,25,12
"742","Lockdown-No Surge",1,25,12
"743","Lockdown-Travel Surge2",1,25,12
"744","Lockdown-Travel Surge3",1,25,12
"745","Control",1,25,13
"746","Lockdown-No Surge",1,25,13
"747","Lockdown-Travel Surge2",1,25,13
"748","Lockdown-Travel Surge3",1,25,13
"749","Control",1,25,14
"750","Lockdown-No Surge",1,25,14
"751","Lockdown-Travel Surge2",1,25,14
"752","Lockdown-Travel Surge3",1,25,14
"753","Control",1,25,15
"754","Lockdown-No Surge",1,25,15
"755","Lockdown-Travel Surge2",1,25,15
"756","Lockdown-Travel Surge3",1,25,15
"757","Control",1,25,16
"758","Lockdown-No Surge",1,25,16
"759","Lockdown-Travel Surge2",1,25,16
"760","Lockdown-Travel Surge3",1.02,25,16
"761","Control",1.02,25,17
"762","Lockdown-No Surge",1.02,25,17
"763","Lockdown-Travel Surge2",1,25,17
"764","Lockdown-Travel Surge3",1.04,25,17
"765","Control",1.08,25,18
"766","Lockdown-No Surge",1.02,25,18
"767","Lockdown-Travel Surge2",1,25,18
"768","Lockdown-Travel Surge3",1.06,25,18
"769","Control",1.1,25,19
"770","Lockdown-No Surge",1.04,25,19
"771","Lockdown-Travel Surge2",1.02,25,19
"772","Lockdown-Travel Surge3",1.16,25,19
"773","Control",1.32,25,20
"774","Lockdown-No Surge",1.08,25,20
"775","Lockdown-Travel Surge2",1.1,25,20
"776","Lockdown-Travel Surge3",1.28,25,20
"777","Control",1.76,25,21
"778","Lockdown-No Surge",1.12,25,21
"779","Lockdown-Travel Surge2",1.14,25,21
"780","Lockdown-Travel Surge3",1.48,25,21
"781","Control",2.22,25,22
"782","Lockdown-No Surge",1.26,25,22
"783","Lockdown-Travel Surge2",1.34,25,22
"784","Lockdown-Travel Surge3",1.74,25,22
"785","Control",3.3,25,23
"786","Lockdown-No Surge",1.4,25,23
"787","Lockdown-Travel Surge2",1.66,25,23
"788","Lockdown-Travel Surge3",2.12,25,23
"789","Control",4.24,25,24
"790","Lockdown-No Surge",1.62,25,24
"791","Lockdown-Travel Surge2",2.22,25,24
"792","Lockdown-Travel Surge3",2.66,25,24
"793","Control",5.22,25,25
"794","Lockdown-No Surge",2.08,25,25
"795","Lockdown-Travel Surge2",2.66,25,25
"796","Lockdown-Travel Surge3",3.42,25,25
"797","Control",6.26,25,26
"798","Lockdown-No Surge",2.5,25,26
"799","Lockdown-Travel Surge2",3.38,25,26
"800","Lockdown-Travel Surge3",4.22,25,26
"801","Control",7.4,25,27
"802","Lockdown-No Surge",3.24,25,27
"803","Lockdown-Travel Surge2",4.42,25,27
"804","Lockdown-Travel Surge3",4.92,25,27
"805","Control",8.84,25,28
"806","Lockdown-No Surge",4,25,28
"807","Lockdown-Travel Surge2",5.24,25,28
"808","Lockdown-Travel Surge3",5.64,25,28
"809","Control",10.3,25,29
"810","Lockdown-No Surge",4.94,25,29
"811","Lockdown-Travel Surge2",6.2,25,29
"812","Lockdown-Travel Surge3",6.72,25,29
"813","Control",12.08,25,30
"814","Lockdown-No Surge",5.84,25,30
"815","Lockdown-Travel Surge2",7.24,25,30
"816","Lockdown-Travel Surge3",7.84,25,30
"817","Control",14.18,25,31
"818","Lockdown-No Surge",7,25,31
"819","Lockdown-Travel Surge2",8.4,25,31
"820","Lockdown-Travel Surge3",9.04,25,31
"821","Control",16.8,25,32
"822","Lockdown-No Surge",8.32,25,32
"823","Lockdown-Travel Surge2",9.62,25,32
"824","Lockdown-Travel Surge3",10.34,25,32
"825","Control",19.36,25,33
"826","Lockdown-No Surge",9.42,25,33
"827","Lockdown-Travel Surge2",10.9,25,33
"828","Lockdown-Travel Surge3",11.54,25,33
"829","Control",22.62,25,34
"830","Lockdown-No Surge",11,25,34
"831","Lockdown-Travel Surge2",12.24,25,34
"832","Lockdown-Travel Surge3",12.78,25,34
"833","Control",25.68,25,35
"834","Lockdown-No Surge",12.26,25,35
"835","Lockdown-Travel Surge2",13.82,25,35
"836","Lockdown-Travel Surge3",14.48,25,35
"837","Control",28.78,25,36
"838","Lockdown-No Surge",13.88,25,36
"839","Lockdown-Travel Surge2",15.42,25,36
"840","Lockdown-Travel Surge3",16.16,25,36
"841","Control",31.84,25,37
"842","Lockdown-No Surge",15.64,25,37
"843","Lockdown-Travel Surge2",17.24,25,37
"844","Lockdown-Travel Surge3",18.14,25,37
"845","Control",35.04,25,38
"846","Lockdown-No Surge",17.6,25,38
"847","Lockdown-Travel Surge2",18.82,25,38
"848","Lockdown-Travel Surge3",20.18,25,38
"849","Control",38.64,25,39
"850","Lockdown-No Surge",19.62,25,39
"851","Lockdown-Travel Surge2",21,25,39
"852","Lockdown-Travel Surge3",22.04,25,39
"853","Control",42.12,25,40
"854","Lockdown-No Surge",21.92,25,40
"855","Lockdown-Travel Surge2",22.94,25,40
"856","Lockdown-Travel Surge3",23.76,25,40
"857","Control",45.42,25,41
"858","Lockdown-No Surge",23.94,25,41
"859","Lockdown-Travel Surge2",24.9,25,41
"860","Lockdown-Travel Surge3",25.72,25,41
"861","Control",48.56,25,42
"862","Lockdown-No Surge",25.88,25,42
"863","Lockdown-Travel Surge2",27.48,25,42
"864","Lockdown-Travel Surge3",27.66,25,42
"865","Control",51.88,25,43
"866","Lockdown-No Surge",27.72,25,43
"867","Lockdown-Travel Surge2",29.6,25,43
"868","Lockdown-Travel Surge3",29.7,25,43
"869","Control",54.98,25,44
"870","Lockdown-No Surge",30.04,25,44
"871","Lockdown-Travel Surge2",31.66,25,44
"872","Lockdown-Travel Surge3",31.66,25,44
"873","Control",57.66,25,45
"874","Lockdown-No Surge",31.96,25,45
"875","Lockdown-Travel Surge2",33.38,25,45
"876","Lockdown-Travel Surge3",33.8,25,45
"877","Control",60.34,25,46
"878","Lockdown-No Surge",34.16,25,46
"879","Lockdown-Travel Surge2",35.6,25,46
"880","Lockdown-Travel Surge3",35.58,25,46
"881","Control",62.9,25,47
"882","Lockdown-No Surge",36.38,25,47
"883","Lockdown-Travel Surge2",37.58,25,47
"884","Lockdown-Travel Surge3",37.5,25,47
"885","Control",65.56,25,48
"886","Lockdown-No Surge",38.02,25,48
"887","Lockdown-Travel Surge2",39.44,25,48
"888","Lockdown-Travel Surge3",39.62,25,48
"889","Control",68.3,25,49
"890","Lockdown-No Surge",39.8,25,49
"891","Lockdown-Travel Surge2",41.4,25,49
"892","Lockdown-Travel Surge3",41.42,25,49
"893","Control",70.86,25,50
"894","Lockdown-No Surge",42.06,25,50
"895","Lockdown-Travel Surge2",43.12,25,50
"896","Lockdown-Travel Surge3",43.4,25,50
"897","Control",72.98,25,51
"898","Lockdown-No Surge",44.28,25,51
"899","Lockdown-Travel Surge2",45,25,51
"900","Lockdown-Travel Surge3",45.6,25,51
"901","Control",75.14,25,52
"902","Lockdown-No Surge",46.4,25,52
"903","Lockdown-Travel Surge2",47.28,25,52
"904","Lockdown-Travel Surge3",47.52,25,52
"905","Control",77,25,53
"906","Lockdown-No Surge",47.96,25,53
"907","Lockdown-Travel Surge2",48.96,25,53
"908","Lockdown-Travel Surge3",49.5,25,53
"909","Control",79.02,25,54
"910","Lockdown-No Surge",49.66,25,54
"911","Lockdown-Travel Surge2",50.98,25,54
"912","Lockdown-Travel Surge3",51.16,25,54
"913","Control",80.64,25,55
"914","Lockdown-No Surge",51.26,25,55
"915","Lockdown-Travel Surge2",52.5,25,55
"916","Lockdown-Travel Surge3",52.94,25,55
"917","Control",82.18,25,56
"918","Lockdown-No Surge",52.7,25,56
"919","Lockdown-Travel Surge2",54.24,25,56
"920","Lockdown-Travel Surge3",54.7,25,56
"921","Control",83.98,25,57
"922","Lockdown-No Surge",54.52,25,57
"923","Lockdown-Travel Surge2",56.02,25,57
"924","Lockdown-Travel Surge3",56.5,25,57
"925","Control",85.5,25,58
"926","Lockdown-No Surge",56.34,25,58
"927","Lockdown-Travel Surge2",58.1,25,58
"928","Lockdown-Travel Surge3",58.3,25,58
"929","Control",86.76,25,59
"930","Lockdown-No Surge",57.94,25,59
"931","Lockdown-Travel Surge2",60,25,59
"932","Lockdown-Travel Surge3",59.98,25,59
"933","Control",88.08,25,60
"934","Lockdown-No Surge",59.48,25,60
"935","Lockdown-Travel Surge2",61.66,25,60
"936","Lockdown-Travel Surge3",61.66,25,60
