"","ncomm","sim_type","i","j"
"1665",1,"lockdown, surge",10,15
"1666",2,"control",10,16
"1667",2,"lockdown, no surge",10,16
"1668",1,"lockdown, surge",10,16
"1669",2,"control",10,17
"1670",3,"lockdown, no surge",10,17
"1671",2,"lockdown, surge",10,17
"1672",2,"control",10,18
"1673",4,"lockdown, no surge",10,18
"1674",2,"lockdown, surge",10,18
"1675",5,"control",10,19
"1676",5,"lockdown, no surge",10,19
"1677",3,"lockdown, surge",10,19
"1678",7,"control",10,20
"1679",5,"lockdown, no surge",10,20
"1680",6,"lockdown, surge",10,20
"1681",15,"control",10,21
"1682",8,"lockdown, no surge",10,21
"1683",8,"lockdown, surge",10,21
"1684",17,"control",10,22
"1685",12,"lockdown, no surge",10,22
"1686",12,"lockdown, surge",10,22
"1687",23,"control",10,23
"1688",15,"lockdown, no surge",10,23
"1689",18,"lockdown, surge",10,23
"1690",29,"control",10,24
"1691",18,"lockdown, no surge",10,24
"1692",21,"lockdown, surge",10,24
"1693",37,"control",10,25
"1694",22,"lockdown, no surge",10,25
"1695",32,"lockdown, surge",10,25
"1696",45,"control",10,26
"1697",25,"lockdown, no surge",10,26
"1698",40,"lockdown, surge",10,26
"1699",54,"control",10,27
"1700",26,"lockdown, no surge",10,27
"1701",43,"lockdown, surge",10,27
"1702",64,"control",10,28
"1703",30,"lockdown, no surge",10,28
"1704",46,"lockdown, surge",10,28
"1705",72,"control",10,29
"1706",34,"lockdown, no surge",10,29
"1707",50,"lockdown, surge",10,29
"1708",79,"control",10,30
"1709",38,"lockdown, no surge",10,30
"1710",59,"lockdown, surge",10,30
"1711",84,"control",10,31
"1712",44,"lockdown, no surge",10,31
"1713",60,"lockdown, surge",10,31
"1714",91,"control",10,32
"1715",48,"lockdown, no surge",10,32
"1716",66,"lockdown, surge",10,32
"1717",92,"control",10,33
"1718",53,"lockdown, no surge",10,33
"1719",68,"lockdown, surge",10,33
"1720",94,"control",10,34
"1721",61,"lockdown, no surge",10,34
"1722",72,"lockdown, surge",10,34
"1723",94,"control",10,35
"1724",67,"lockdown, no surge",10,35
"1725",73,"lockdown, surge",10,35
"1726",96,"control",10,36
"1727",70,"lockdown, no surge",10,36
"1728",75,"lockdown, surge",10,36
"1729",97,"control",10,37
"1730",71,"lockdown, no surge",10,37
"1731",76,"lockdown, surge",10,37
"1732",98,"control",10,38
"1733",77,"lockdown, no surge",10,38
"1734",77,"lockdown, surge",10,38
"1735",98,"control",10,39
"1736",77,"lockdown, no surge",10,39
"1737",82,"lockdown, surge",10,39
"1738",98,"control",10,40
"1739",78,"lockdown, no surge",10,40
"1740",83,"lockdown, surge",10,40
"1741",98,"control",10,41
"1742",82,"lockdown, no surge",10,41
"1743",84,"lockdown, surge",10,41
"1744",99,"control",10,42
"1745",84,"lockdown, no surge",10,42
"1746",86,"lockdown, surge",10,42
"1747",99,"control",10,43
"1748",87,"lockdown, no surge",10,43
"1749",89,"lockdown, surge",10,43
"1750",100,"control",10,44
"1751",89,"lockdown, no surge",10,44
"1752",92,"lockdown, surge",10,44
"1753",100,"control",10,45
"1754",90,"lockdown, no surge",10,45
"1755",92,"lockdown, surge",10,45
"1756",100,"control",10,46
"1757",93,"lockdown, no surge",10,46
"1758",93,"lockdown, surge",10,46
"1759",100,"control",10,47
"1760",94,"lockdown, no surge",10,47
"1761",93,"lockdown, surge",10,47
"1762",100,"control",10,48
"1763",95,"lockdown, no surge",10,48
"1764",94,"lockdown, surge",10,48
"1765",100,"control",10,49
"1766",95,"lockdown, no surge",10,49
"1767",95,"lockdown, surge",10,49
"1768",100,"control",10,50
"1769",95,"lockdown, no surge",10,50
"1770",95,"lockdown, surge",10,50
"1771",100,"control",10,51
"1772",95,"lockdown, no surge",10,51
"1773",96,"lockdown, surge",10,51
"1774",100,"control",10,52
"1775",95,"lockdown, no surge",10,52
"1776",96,"lockdown, surge",10,52
"1777",100,"control",10,53
"1778",95,"lockdown, no surge",10,53
"1779",96,"lockdown, surge",10,53
"1780",100,"control",10,54
"1781",95,"lockdown, no surge",10,54
"1782",96,"lockdown, surge",10,54
"1783",100,"control",10,55
"1784",96,"lockdown, no surge",10,55
"1785",96,"lockdown, surge",10,55
"1786",100,"control",10,56
"1787",96,"lockdown, no surge",10,56
"1788",97,"lockdown, surge",10,56
"1789",100,"control",10,57
"1790",96,"lockdown, no surge",10,57
"1791",97,"lockdown, surge",10,57
"1792",100,"control",10,58
"1793",96,"lockdown, no surge",10,58
"1794",97,"lockdown, surge",10,58
"1795",100,"control",10,59
"1796",96,"lockdown, no surge",10,59
"1797",98,"lockdown, surge",10,59
"1798",100,"control",10,60
"1799",96,"lockdown, no surge",10,60
"1800",98,"lockdown, surge",10,60
"1801",NA,"control",11,1
"1802",NA,"lockdown, no surge",11,1
"1803",NA,"lockdown, surge",11,1
"1804",NA,"control",11,2
"1805",NA,"lockdown, no surge",11,2
"1806",NA,"lockdown, surge",11,2
"1807",1,"control",11,3
"1808",1,"lockdown, no surge",11,3
"1809",1,"lockdown, surge",11,3
"1810",1,"control",11,4
"1811",1,"lockdown, no surge",11,4
"1812",1,"lockdown, surge",11,4
"1813",1,"control",11,5
"1814",1,"lockdown, no surge",11,5
"1815",1,"lockdown, surge",11,5
"1816",1,"control",11,6
"1817",1,"lockdown, no surge",11,6
"1818",1,"lockdown, surge",11,6
"1819",1,"control",11,7
"1820",1,"lockdown, no surge",11,7
"1821",1,"lockdown, surge",11,7
"1822",1,"control",11,8
"1823",1,"lockdown, no surge",11,8
"1824",1,"lockdown, surge",11,8
"1825",1,"control",11,9
"1826",1,"lockdown, no surge",11,9
"1827",1,"lockdown, surge",11,9
"1828",1,"control",11,10
"1829",1,"lockdown, no surge",11,10
"1830",1,"lockdown, surge",11,10
"1831",1,"control",11,11
"1832",1,"lockdown, no surge",11,11
"1833",1,"lockdown, surge",11,11
"1834",1,"control",11,12
"1835",1,"lockdown, no surge",11,12
"1836",1,"lockdown, surge",11,12
"1837",1,"control",11,13
"1838",1,"lockdown, no surge",11,13
"1839",1,"lockdown, surge",11,13
"1840",1,"control",11,14
"1841",1,"lockdown, no surge",11,14
"1842",1,"lockdown, surge",11,14
"1843",1,"control",11,15
"1844",1,"lockdown, no surge",11,15
"1845",1,"lockdown, surge",11,15
"1846",2,"control",11,16
"1847",1,"lockdown, no surge",11,16
"1848",1,"lockdown, surge",11,16
"1849",2,"control",11,17
"1850",2,"lockdown, no surge",11,17
"1851",1,"lockdown, surge",11,17
"1852",2,"control",11,18
"1853",2,"lockdown, no surge",11,18
"1854",1,"lockdown, surge",11,18
"1855",3,"control",11,19
"1856",4,"lockdown, no surge",11,19
"1857",2,"lockdown, surge",11,19
"1858",5,"control",11,20
"1859",5,"lockdown, no surge",11,20
"1860",4,"lockdown, surge",11,20
"1861",9,"control",11,21
"1862",6,"lockdown, no surge",11,21
"1863",5,"lockdown, surge",11,21
"1864",15,"control",11,22
"1865",9,"lockdown, no surge",11,22
"1866",10,"lockdown, surge",11,22
"1867",19,"control",11,23
"1868",13,"lockdown, no surge",11,23
"1869",15,"lockdown, surge",11,23
"1870",26,"control",11,24
"1871",16,"lockdown, no surge",11,24
"1872",20,"lockdown, surge",11,24
"1873",32,"control",11,25
"1874",20,"lockdown, no surge",11,25
"1875",26,"lockdown, surge",11,25
"1876",38,"control",11,26
"1877",24,"lockdown, no surge",11,26
"1878",36,"lockdown, surge",11,26
"1879",47,"control",11,27
"1880",24,"lockdown, no surge",11,27
"1881",42,"lockdown, surge",11,27
"1882",57,"control",11,28
"1883",28,"lockdown, no surge",11,28
"1884",43,"lockdown, surge",11,28
"1885",66,"control",11,29
"1886",32,"lockdown, no surge",11,29
"1887",48,"lockdown, surge",11,29
"1888",75,"control",11,30
"1889",35,"lockdown, no surge",11,30
"1890",54,"lockdown, surge",11,30
"1891",82,"control",11,31
"1892",43,"lockdown, no surge",11,31
"1893",58,"lockdown, surge",11,31
"1894",85,"control",11,32
"1895",46,"lockdown, no surge",11,32
"1896",63,"lockdown, surge",11,32
"1897",90,"control",11,33
"1898",51,"lockdown, no surge",11,33
"1899",67,"lockdown, surge",11,33
"1900",93,"control",11,34
"1901",60,"lockdown, no surge",11,34
"1902",71,"lockdown, surge",11,34
"1903",94,"control",11,35
"1904",64,"lockdown, no surge",11,35
"1905",72,"lockdown, surge",11,35
"1906",96,"control",11,36
"1907",69,"lockdown, no surge",11,36
"1908",72,"lockdown, surge",11,36
"1909",96,"control",11,37
"1910",70,"lockdown, no surge",11,37
"1911",75,"lockdown, surge",11,37
"1912",97,"control",11,38
"1913",71,"lockdown, no surge",11,38
"1914",77,"lockdown, surge",11,38
"1915",98,"control",11,39
"1916",76,"lockdown, no surge",11,39
"1917",80,"lockdown, surge",11,39
"1918",98,"control",11,40
"1919",78,"lockdown, no surge",11,40
"1920",82,"lockdown, surge",11,40
"1921",98,"control",11,41
"1922",81,"lockdown, no surge",11,41
"1923",84,"lockdown, surge",11,41
"1924",98,"control",11,42
"1925",83,"lockdown, no surge",11,42
"1926",86,"lockdown, surge",11,42
"1927",98,"control",11,43
"1928",86,"lockdown, no surge",11,43
"1929",87,"lockdown, surge",11,43
"1930",100,"control",11,44
"1931",88,"lockdown, no surge",11,44
"1932",90,"lockdown, surge",11,44
"1933",100,"control",11,45
"1934",89,"lockdown, no surge",11,45
"1935",90,"lockdown, surge",11,45
"1936",100,"control",11,46
"1937",90,"lockdown, no surge",11,46
"1938",93,"lockdown, surge",11,46
"1939",100,"control",11,47
"1940",92,"lockdown, no surge",11,47
"1941",93,"lockdown, surge",11,47
"1942",100,"control",11,48
"1943",93,"lockdown, no surge",11,48
"1944",94,"lockdown, surge",11,48
"1945",100,"control",11,49
"1946",94,"lockdown, no surge",11,49
"1947",94,"lockdown, surge",11,49
"1948",100,"control",11,50
"1949",95,"lockdown, no surge",11,50
"1950",95,"lockdown, surge",11,50
"1951",100,"control",11,51
"1952",95,"lockdown, no surge",11,51
"1953",96,"lockdown, surge",11,51
"1954",100,"control",11,52
"1955",95,"lockdown, no surge",11,52
"1956",96,"lockdown, surge",11,52
"1957",100,"control",11,53
"1958",95,"lockdown, no surge",11,53
"1959",96,"lockdown, surge",11,53
"1960",100,"control",11,54
"1961",95,"lockdown, no surge",11,54
"1962",96,"lockdown, surge",11,54
"1963",100,"control",11,55
"1964",95,"lockdown, no surge",11,55
"1965",96,"lockdown, surge",11,55
"1966",100,"control",11,56
"1967",96,"lockdown, no surge",11,56
"1968",96,"lockdown, surge",11,56
"1969",100,"control",11,57
"1970",96,"lockdown, no surge",11,57
"1971",97,"lockdown, surge",11,57
"1972",100,"control",11,58
"1973",96,"lockdown, no surge",11,58
"1974",97,"lockdown, surge",11,58
"1975",100,"control",11,59
"1976",96,"lockdown, no surge",11,59
"1977",97,"lockdown, surge",11,59
"1978",100,"control",11,60
"1979",96,"lockdown, no surge",11,60
"1980",98,"lockdown, surge",11,60
"1981",NA,"control",12,1
"1982",NA,"lockdown, no surge",12,1
"1983",NA,"lockdown, surge",12,1
"1984",NA,"control",12,2
"1985",NA,"lockdown, no surge",12,2
"1986",NA,"lockdown, surge",12,2
"1987",1,"control",12,3
"1988",1,"lockdown, no surge",12,3
"1989",1,"lockdown, surge",12,3
"1990",1,"control",12,4
"1991",1,"lockdown, no surge",12,4
"1992",1,"lockdown, surge",12,4
"1993",1,"control",12,5
"1994",1,"lockdown, no surge",12,5
"1995",1,"lockdown, surge",12,5
"1996",1,"control",12,6
"1997",1,"lockdown, no surge",12,6
"1998",1,"lockdown, surge",12,6
"1999",1,"control",12,7
"2000",1,"lockdown, no surge",12,7
"2001",1,"lockdown, surge",12,7
"2002",1,"control",12,8
"2003",1,"lockdown, no surge",12,8
"2004",1,"lockdown, surge",12,8
"2005",1,"control",12,9
"2006",1,"lockdown, no surge",12,9
"2007",1,"lockdown, surge",12,9
"2008",1,"control",12,10
"2009",1,"lockdown, no surge",12,10
"2010",1,"lockdown, surge",12,10
"2011",1,"control",12,11
"2012",1,"lockdown, no surge",12,11
"2013",1,"lockdown, surge",12,11
"2014",1,"control",12,12
"2015",1,"lockdown, no surge",12,12
"2016",1,"lockdown, surge",12,12
"2017",1,"control",12,13
"2018",1,"lockdown, no surge",12,13
"2019",1,"lockdown, surge",12,13
"2020",1,"control",12,14
"2021",1,"lockdown, no surge",12,14
"2022",1,"lockdown, surge",12,14
"2023",1,"control",12,15
"2024",1,"lockdown, no surge",12,15
"2025",1,"lockdown, surge",12,15
"2026",1,"control",12,16
"2027",1,"lockdown, no surge",12,16
"2028",1,"lockdown, surge",12,16
"2029",1,"control",12,17
"2030",1,"lockdown, no surge",12,17
"2031",1,"lockdown, surge",12,17
"2032",1,"control",12,18
"2033",2,"lockdown, no surge",12,18
"2034",1,"lockdown, surge",12,18
"2035",2,"control",12,19
"2036",4,"lockdown, no surge",12,19
"2037",1,"lockdown, surge",12,19
"2038",3,"control",12,20
"2039",5,"lockdown, no surge",12,20
"2040",4,"lockdown, surge",12,20
"2041",5,"control",12,21
"2042",6,"lockdown, no surge",12,21
"2043",5,"lockdown, surge",12,21
"2044",11,"control",12,22
"2045",9,"lockdown, no surge",12,22
"2046",9,"lockdown, surge",12,22
"2047",16,"control",12,23
"2048",11,"lockdown, no surge",12,23
"2049",14,"lockdown, surge",12,23
"2050",24,"control",12,24
"2051",16,"lockdown, no surge",12,24
"2052",16,"lockdown, surge",12,24
"2053",31,"control",12,25
"2054",19,"lockdown, no surge",12,25
"2055",22,"lockdown, surge",12,25
"2056",32,"control",12,26
"2057",21,"lockdown, no surge",12,26
"2058",31,"lockdown, surge",12,26
"2059",42,"control",12,27
"2060",24,"lockdown, no surge",12,27
"2061",37,"lockdown, surge",12,27
"2062",54,"control",12,28
"2063",27,"lockdown, no surge",12,28
"2064",41,"lockdown, surge",12,28
"2065",61,"control",12,29
"2066",29,"lockdown, no surge",12,29
"2067",45,"lockdown, surge",12,29
"2068",71,"control",12,30
"2069",32,"lockdown, no surge",12,30
"2070",50,"lockdown, surge",12,30
"2071",78,"control",12,31
"2072",40,"lockdown, no surge",12,31
"2073",57,"lockdown, surge",12,31
"2074",83,"control",12,32
"2075",44,"lockdown, no surge",12,32
"2076",61,"lockdown, surge",12,32
"2077",87,"control",12,33
"2078",48,"lockdown, no surge",12,33
"2079",63,"lockdown, surge",12,33
"2080",93,"control",12,34
"2081",53,"lockdown, no surge",12,34
"2082",68,"lockdown, surge",12,34
"2083",93,"control",12,35
"2084",61,"lockdown, no surge",12,35
"2085",71,"lockdown, surge",12,35
"2086",96,"control",12,36
"2087",68,"lockdown, no surge",12,36
"2088",72,"lockdown, surge",12,36
"2089",96,"control",12,37
"2090",69,"lockdown, no surge",12,37
"2091",74,"lockdown, surge",12,37
"2092",97,"control",12,38
"2093",71,"lockdown, no surge",12,38
"2094",76,"lockdown, surge",12,38
"2095",98,"control",12,39
"2096",74,"lockdown, no surge",12,39
"2097",78,"lockdown, surge",12,39
"2098",98,"control",12,40
"2099",77,"lockdown, no surge",12,40
"2100",79,"lockdown, surge",12,40
"2101",98,"control",12,41
"2102",79,"lockdown, no surge",12,41
"2103",83,"lockdown, surge",12,41
"2104",98,"control",12,42
"2105",81,"lockdown, no surge",12,42
"2106",85,"lockdown, surge",12,42
"2107",98,"control",12,43
"2108",83,"lockdown, no surge",12,43
"2109",87,"lockdown, surge",12,43
"2110",100,"control",12,44
"2111",86,"lockdown, no surge",12,44
"2112",88,"lockdown, surge",12,44
"2113",100,"control",12,45
"2114",87,"lockdown, no surge",12,45
"2115",89,"lockdown, surge",12,45
"2116",100,"control",12,46
"2117",90,"lockdown, no surge",12,46
"2118",90,"lockdown, surge",12,46
"2119",100,"control",12,47
"2120",91,"lockdown, no surge",12,47
"2121",92,"lockdown, surge",12,47
"2122",100,"control",12,48
"2123",92,"lockdown, no surge",12,48
"2124",92,"lockdown, surge",12,48
"2125",100,"control",12,49
"2126",93,"lockdown, no surge",12,49
"2127",93,"lockdown, surge",12,49
"2128",100,"control",12,50
"2129",95,"lockdown, no surge",12,50
"2130",95,"lockdown, surge",12,50
"2131",100,"control",12,51
"2132",95,"lockdown, no surge",12,51
"2133",95,"lockdown, surge",12,51
"2134",100,"control",12,52
"2135",95,"lockdown, no surge",12,52
"2136",96,"lockdown, surge",12,52
"2137",100,"control",12,53
"2138",95,"lockdown, no surge",12,53
"2139",96,"lockdown, surge",12,53
"2140",100,"control",12,54
"2141",95,"lockdown, no surge",12,54
"2142",96,"lockdown, surge",12,54
"2143",100,"control",12,55
"2144",95,"lockdown, no surge",12,55
"2145",96,"lockdown, surge",12,55
"2146",100,"control",12,56
"2147",96,"lockdown, no surge",12,56
"2148",96,"lockdown, surge",12,56
"2149",100,"control",12,57
"2150",96,"lockdown, no surge",12,57
"2151",96,"lockdown, surge",12,57
"2152",100,"control",12,58
"2153",96,"lockdown, no surge",12,58
"2154",97,"lockdown, surge",12,58
"2155",100,"control",12,59
"2156",96,"lockdown, no surge",12,59
"2157",97,"lockdown, surge",12,59
"2158",100,"control",12,60
"2159",96,"lockdown, no surge",12,60
"2160",98,"lockdown, surge",12,60
"2161",NA,"control",13,1
"2162",NA,"lockdown, no surge",13,1
"2163",NA,"lockdown, surge",13,1
"2164",NA,"control",13,2
"2165",NA,"lockdown, no surge",13,2
"2166",NA,"lockdown, surge",13,2
"2167",1,"control",13,3
"2168",1,"lockdown, no surge",13,3
"2169",1,"lockdown, surge",13,3
"2170",1,"control",13,4
"2171",1,"lockdown, no surge",13,4
"2172",1,"lockdown, surge",13,4
"2173",1,"control",13,5
"2174",1,"lockdown, no surge",13,5
"2175",1,"lockdown, surge",13,5
"2176",1,"control",13,6
"2177",1,"lockdown, no surge",13,6
"2178",1,"lockdown, surge",13,6
"2179",1,"control",13,7
"2180",1,"lockdown, no surge",13,7
"2181",1,"lockdown, surge",13,7
"2182",1,"control",13,8
"2183",1,"lockdown, no surge",13,8
"2184",1,"lockdown, surge",13,8
"2185",1,"control",13,9
"2186",1,"lockdown, no surge",13,9
"2187",1,"lockdown, surge",13,9
"2188",1,"control",13,10
"2189",1,"lockdown, no surge",13,10
"2190",1,"lockdown, surge",13,10
"2191",1,"control",13,11
"2192",1,"lockdown, no surge",13,11
"2193",1,"lockdown, surge",13,11
"2194",1,"control",13,12
"2195",1,"lockdown, no surge",13,12
"2196",1,"lockdown, surge",13,12
"2197",1,"control",13,13
"2198",1,"lockdown, no surge",13,13
"2199",1,"lockdown, surge",13,13
"2200",1,"control",13,14
"2201",1,"lockdown, no surge",13,14
"2202",1,"lockdown, surge",13,14
"2203",1,"control",13,15
"2204",1,"lockdown, no surge",13,15
"2205",1,"lockdown, surge",13,15
"2206",1,"control",13,16
"2207",1,"lockdown, no surge",13,16
"2208",1,"lockdown, surge",13,16
"2209",1,"control",13,17
"2210",1,"lockdown, no surge",13,17
"2211",1,"lockdown, surge",13,17
"2212",1,"control",13,18
"2213",2,"lockdown, no surge",13,18
"2214",1,"lockdown, surge",13,18
"2215",2,"control",13,19
"2216",4,"lockdown, no surge",13,19
"2217",1,"lockdown, surge",13,19
"2218",3,"control",13,20
"2219",5,"lockdown, no surge",13,20
"2220",2,"lockdown, surge",13,20
"2221",3,"control",13,21
"2222",5,"lockdown, no surge",13,21
"2223",5,"lockdown, surge",13,21
"2224",9,"control",13,22
"2225",7,"lockdown, no surge",13,22
"2226",7,"lockdown, surge",13,22
"2227",14,"control",13,23
"2228",9,"lockdown, no surge",13,23
"2229",11,"lockdown, surge",13,23
"2230",22,"control",13,24
"2231",13,"lockdown, no surge",13,24
"2232",16,"lockdown, surge",13,24
"2233",28,"control",13,25
"2234",17,"lockdown, no surge",13,25
"2235",21,"lockdown, surge",13,25
"2236",32,"control",13,26
"2237",20,"lockdown, no surge",13,26
"2238",29,"lockdown, surge",13,26
"2239",39,"control",13,27
"2240",21,"lockdown, no surge",13,27
"2241",34,"lockdown, surge",13,27
"2242",48,"control",13,28
"2243",26,"lockdown, no surge",13,28
"2244",37,"lockdown, surge",13,28
"2245",57,"control",13,29
"2246",28,"lockdown, no surge",13,29
"2247",45,"lockdown, surge",13,29
"2248",68,"control",13,30
"2249",30,"lockdown, no surge",13,30
"2250",47,"lockdown, surge",13,30
"2251",74,"control",13,31
"2252",37,"lockdown, no surge",13,31
"2253",55,"lockdown, surge",13,31
"2254",81,"control",13,32
"2255",41,"lockdown, no surge",13,32
"2256",59,"lockdown, surge",13,32
"2257",84,"control",13,33
"2258",46,"lockdown, no surge",13,33
"2259",61,"lockdown, surge",13,33
"2260",91,"control",13,34
"2261",49,"lockdown, no surge",13,34
"2262",65,"lockdown, surge",13,34
"2263",93,"control",13,35
"2264",57,"lockdown, no surge",13,35
"2265",70,"lockdown, surge",13,35
"2266",95,"control",13,36
"2267",64,"lockdown, no surge",13,36
"2268",72,"lockdown, surge",13,36
"2269",96,"control",13,37
"2270",68,"lockdown, no surge",13,37
"2271",73,"lockdown, surge",13,37
"2272",97,"control",13,38
"2273",69,"lockdown, no surge",13,38
"2274",76,"lockdown, surge",13,38
"2275",98,"control",13,39
"2276",71,"lockdown, no surge",13,39
"2277",77,"lockdown, surge",13,39
"2278",98,"control",13,40
"2279",76,"lockdown, no surge",13,40
"2280",78,"lockdown, surge",13,40
"2281",98,"control",13,41
"2282",79,"lockdown, no surge",13,41
"2283",81,"lockdown, surge",13,41
"2284",98,"control",13,42
"2285",80,"lockdown, no surge",13,42
"2286",84,"lockdown, surge",13,42
"2287",98,"control",13,43
"2288",82,"lockdown, no surge",13,43
"2289",86,"lockdown, surge",13,43
"2290",98,"control",13,44
"2291",85,"lockdown, no surge",13,44
"2292",87,"lockdown, surge",13,44
"2293",100,"control",13,45
"2294",86,"lockdown, no surge",13,45
"2295",89,"lockdown, surge",13,45
"2296",100,"control",13,46
"2297",89,"lockdown, no surge",13,46
"2298",90,"lockdown, surge",13,46
"2299",100,"control",13,47
"2300",90,"lockdown, no surge",13,47
"2301",90,"lockdown, surge",13,47
"2302",100,"control",13,48
"2303",90,"lockdown, no surge",13,48
"2304",91,"lockdown, surge",13,48
"2305",100,"control",13,49
"2306",92,"lockdown, no surge",13,49
"2307",93,"lockdown, surge",13,49
"2308",100,"control",13,50
"2309",95,"lockdown, no surge",13,50
"2310",95,"lockdown, surge",13,50
"2311",100,"control",13,51
"2312",95,"lockdown, no surge",13,51
"2313",95,"lockdown, surge",13,51
"2314",100,"control",13,52
"2315",95,"lockdown, no surge",13,52
"2316",96,"lockdown, surge",13,52
"2317",100,"control",13,53
"2318",95,"lockdown, no surge",13,53
"2319",96,"lockdown, surge",13,53
"2320",100,"control",13,54
"2321",95,"lockdown, no surge",13,54
"2322",96,"lockdown, surge",13,54
"2323",100,"control",13,55
"2324",95,"lockdown, no surge",13,55
"2325",96,"lockdown, surge",13,55
"2326",100,"control",13,56
"2327",95,"lockdown, no surge",13,56
"2328",96,"lockdown, surge",13,56
"2329",100,"control",13,57
"2330",95,"lockdown, no surge",13,57
"2331",96,"lockdown, surge",13,57
"2332",100,"control",13,58
"2333",96,"lockdown, no surge",13,58
"2334",96,"lockdown, surge",13,58
"2335",100,"control",13,59
"2336",96,"lockdown, no surge",13,59
"2337",97,"lockdown, surge",13,59
"2338",100,"control",13,60
"2339",96,"lockdown, no surge",13,60
"2340",97,"lockdown, surge",13,60
"2341",NA,"control",14,1
"2342",NA,"lockdown, no surge",14,1
"2343",NA,"lockdown, surge",14,1
"2344",NA,"control",14,2
"2345",NA,"lockdown, no surge",14,2
"2346",NA,"lockdown, surge",14,2
"2347",1,"control",14,3
"2348",1,"lockdown, no surge",14,3
"2349",1,"lockdown, surge",14,3
"2350",1,"control",14,4
"2351",1,"lockdown, no surge",14,4
"2352",1,"lockdown, surge",14,4
"2353",1,"control",14,5
"2354",1,"lockdown, no surge",14,5
"2355",1,"lockdown, surge",14,5
"2356",1,"control",14,6
"2357",1,"lockdown, no surge",14,6
"2358",1,"lockdown, surge",14,6
"2359",1,"control",14,7
"2360",1,"lockdown, no surge",14,7
"2361",1,"lockdown, surge",14,7
"2362",1,"control",14,8
"2363",1,"lockdown, no surge",14,8
"2364",1,"lockdown, surge",14,8
"2365",1,"control",14,9
"2366",1,"lockdown, no surge",14,9
"2367",1,"lockdown, surge",14,9
"2368",1,"control",14,10
"2369",1,"lockdown, no surge",14,10
"2370",1,"lockdown, surge",14,10
"2371",1,"control",14,11
"2372",1,"lockdown, no surge",14,11
"2373",1,"lockdown, surge",14,11
"2374",1,"control",14,12
"2375",1,"lockdown, no surge",14,12
"2376",1,"lockdown, surge",14,12
"2377",1,"control",14,13
"2378",1,"lockdown, no surge",14,13
"2379",1,"lockdown, surge",14,13
"2380",1,"control",14,14
"2381",1,"lockdown, no surge",14,14
"2382",1,"lockdown, surge",14,14
"2383",1,"control",14,15
"2384",1,"lockdown, no surge",14,15
"2385",1,"lockdown, surge",14,15
"2386",1,"control",14,16
"2387",1,"lockdown, no surge",14,16
"2388",1,"lockdown, surge",14,16
"2389",1,"control",14,17
"2390",1,"lockdown, no surge",14,17
"2391",1,"lockdown, surge",14,17
"2392",1,"control",14,18
"2393",2,"lockdown, no surge",14,18
"2394",1,"lockdown, surge",14,18
"2395",2,"control",14,19
"2396",2,"lockdown, no surge",14,19
"2397",1,"lockdown, surge",14,19
"2398",3,"control",14,20
"2399",4,"lockdown, no surge",14,20
"2400",2,"lockdown, surge",14,20
"2401",3,"control",14,21
"2402",5,"lockdown, no surge",14,21
"2403",3,"lockdown, surge",14,21
"2404",5,"control",14,22
"2405",5,"lockdown, no surge",14,22
"2406",5,"lockdown, surge",14,22
"2407",11,"control",14,23
"2408",8,"lockdown, no surge",14,23
"2409",8,"lockdown, surge",14,23
"2410",19,"control",14,24
"2411",12,"lockdown, no surge",14,24
"2412",15,"lockdown, surge",14,24
"2413",22,"control",14,25
"2414",17,"lockdown, no surge",14,25
"2415",18,"lockdown, surge",14,25
"2416",29,"control",14,26
"2417",19,"lockdown, no surge",14,26
"2418",26,"lockdown, surge",14,26
"2419",34,"control",14,27
"2420",21,"lockdown, no surge",14,27
"2421",31,"lockdown, surge",14,27
"2422",46,"control",14,28
"2423",22,"lockdown, no surge",14,28
"2424",36,"lockdown, surge",14,28
"2425",53,"control",14,29
"2426",27,"lockdown, no surge",14,29
"2427",42,"lockdown, surge",14,29
"2428",60,"control",14,30
"2429",28,"lockdown, no surge",14,30
"2430",45,"lockdown, surge",14,30
"2431",71,"control",14,31
"2432",36,"lockdown, no surge",14,31
"2433",51,"lockdown, surge",14,31
"2434",78,"control",14,32
"2435",40,"lockdown, no surge",14,32
"2436",57,"lockdown, surge",14,32
"2437",82,"control",14,33
"2438",44,"lockdown, no surge",14,33
"2439",59,"lockdown, surge",14,33
"2440",89,"control",14,34
"2441",48,"lockdown, no surge",14,34
"2442",63,"lockdown, surge",14,34
"2443",91,"control",14,35
"2444",54,"lockdown, no surge",14,35
"2445",68,"lockdown, surge",14,35
"2446",93,"control",14,36
"2447",59,"lockdown, no surge",14,36
"2448",72,"lockdown, surge",14,36
"2449",96,"control",14,37
"2450",66,"lockdown, no surge",14,37
"2451",72,"lockdown, surge",14,37
"2452",97,"control",14,38
"2453",68,"lockdown, no surge",14,38
"2454",74,"lockdown, surge",14,38
"2455",97,"control",14,39
"2456",70,"lockdown, no surge",14,39
"2457",77,"lockdown, surge",14,39
"2458",98,"control",14,40
"2459",72,"lockdown, no surge",14,40
"2460",78,"lockdown, surge",14,40
"2461",98,"control",14,41
"2462",77,"lockdown, no surge",14,41
"2463",79,"lockdown, surge",14,41
"2464",98,"control",14,42
"2465",80,"lockdown, no surge",14,42
"2466",83,"lockdown, surge",14,42
"2467",98,"control",14,43
"2468",81,"lockdown, no surge",14,43
"2469",85,"lockdown, surge",14,43
